"분류","자치구","공연/행사명","날짜/시간","장소","시작일","종료일"
"교육/체험","관악구","관악구립도서관 독서아카데미 '일상의 쉼표, 여행'","2022-08-10~2022-08-24","용꿈꾸는작은도서관","2022-08-10 09:00:00+09","2022-08-24 09:00:00+09"
"교육/체험","도봉구","[청소년 대외활동] 청소년X예술로 풀어보는 내 삶의 인문학","2022-08-10~2022-08-20","김근태기념도서관 공간,마루","2022-08-10 09:00:00+09","2022-08-20 09:00:00+09"
"전시/미술","강북구","2022삼각산아트랩 [Les Coins : 김국화 x 이병선]","2022-08-10~2022-08-19","삼각산시민청 2동 3층 삼각산시민청갤러리 (서울시 강북구 삼양로 595,3층)","2022-08-10 09:00:00+09","2022-08-19 09:00:00+09"
"전시/미술","중랑구","송곡여자고등학교 정기전시회 《열음展》","2022-08-10~2022-08-13","중랑아트센터 제1전시실","2022-08-10 09:00:00+09","2022-08-13 09:00:00+09"
"연극","마포구","광복절 기념, 잊지 말아야 할 독립운동사 [통인동 128번지] 공연 개최","2022-08-10~2022-08-11","서울특별시 종로구 지봉로 5길 7-5, 종로구민회관 2층","2022-08-10 09:00:00+09","2022-08-11 09:00:00+09"
"독주/독창회","종로구","오아미 첼로 독주회","2022-08-10~2022-08-11","꿈의숲 콘서트홀","2022-08-10 09:00:00+09","2022-08-11 09:00:00+09"
"연극","양천구","2022 찾아가는 유랑극단 [낱말공장나라]","2022-08-10~2022-08-10","서울특별시 양천구 목동남로 106","2022-08-10 09:00:00+09","2022-08-10 09:00:00+09"
"국악","종로구","제2회 영재 한음회","2022-08-10~2022-08-10","세종M씨어터","2022-08-10 09:00:00+09","2022-08-10 09:00:00+09"
"국악","종로구","2022 실내악축제 해금앙상블 셋닮·아쟁앙상블 Bow+ing","2022-08-10~2022-08-10","서울돈화문국악당","2022-08-10 09:00:00+09","2022-08-10 09:00:00+09"
"전시/미술","종로구","제2회 체부동 생활문화전시회 [체부작업展 : 자연, 있는 그대로] 전시","2022-08-09~2022-09-09","서울생활문화센터 체부 윈도우갤러리, 금오재 <마실>","2022-08-09 09:00:00+09","2022-09-09 09:00:00+09"
"전시/미술","강남구","이인숙 'The Moments'","2022-08-09~2022-08-30","올리비아박 갤러리 청담","2022-08-09 09:00:00+09","2022-08-30 09:00:00+09"
"전시/미술","마포구","[청년예술가 지원] Dive to the Deepsea","2022-08-09~2022-08-14","갤러리맥","2022-08-09 09:00:00+09","2022-08-14 09:00:00+09"
"기타","은평구","[구립증산정보도서관] 우리가족 책 놀이터 4기 엄마랑 책이랑 놀아요(6~7세)","2022-08-07~2022-08-28","지하문화강좌실","2022-08-07 09:00:00+09","2022-08-28 09:00:00+09"
"축제-전통/역사","중구","나이트 수문장 주간","2022-08-09~2022-08-14","덕수궁 대한문 및 숭례문 일원","2022-08-09 09:00:00+09","2022-08-14 09:00:00+09"
"전시/미술","종로구","2022년 운현궁 기획전시 [화려하지 않더라도...] (김민지 개인전)","2022-08-09~2022-08-12","운현궁 기획전시실","2022-08-09 09:00:00+09","2022-08-12 09:00:00+09"
"클래식","종로구","한여름의 메시아","2022-08-09~2022-08-10","세종체임버홀","2022-08-09 09:00:00+09","2022-08-10 09:00:00+09"
"교육/체험","강북구","2022년 근현대사기념관 청소년 역사강좌 [3·1운동을 이끈 민족지도자, 의암 손병희]","2022-08-09~2022-08-10","근현대사기념관","2022-08-09 09:00:00+09","2022-08-10 09:00:00+09"
"뮤지컬/오페라","종로구","테너 박성원 교수 제자음악회","2022-08-09~2022-08-09","세종M씨어터","2022-08-09 09:00:00+09","2022-08-09 09:00:00+09"
"교육/체험","종로구","소녀에서 어른으로(12세, 13세)","2022-08-09~2022-08-09","오픈스테이지","2022-08-09 09:00:00+09","2022-08-09 09:00:00+09"
"교육/체험","관악구","2022 관악 우수창작 문화콘텐츠 지원사업","2022-08-08~2022-12-01","관악문화재단","2022-08-08 09:00:00+09","2022-12-01 09:00:00+09"
"교육/체험","노원구","[노원문화원,노원문화의집] 여성 치어리딩 무료특강 수강생 모집!","2022-08-08~2022-10-26","노원문화원 1층 다목적공연장 / 노원문화의집 대강당","2022-08-08 09:00:00+09","2022-10-26 09:00:00+09"
"기타","관악구","2022년 관악 우수창작 문화콘텐츠 지원사업 [ Be The Star 콘테스트 시즌 2 ] 모집","2022-08-08~2022-09-15","관악문화재단","2022-08-08 09:00:00+09","2022-09-15 09:00:00+09"
"교육/체험","송파구","[어디서든 북콘서트] 돈과 나의 관계학","2022-08-08~2022-08-25","서울책보고","2022-08-08 09:00:00+09","2022-08-25 09:00:00+09"
"기타","은평구","[구립증산정보도서관] 제28회 여름독서교실 [일상 속 마음 챙김]","2022-08-08~2022-08-11","지하문화강좌실 및 2층 소강당","2022-08-08 09:00:00+09","2022-08-11 09:00:00+09"
"교육/체험","송파구","[한성백제박물관] 2022 교사직무연수 [유물 속 문자가 들려주는 이야기]","2022-08-08~2022-08-10","원격(Zoom)+집합(박물관)","2022-08-08 09:00:00+09","2022-08-10 09:00:00+09"
"교육/체험","종로구","소년에서 어른으로(12세, 13세)","2022-08-08~2022-08-08","오픈스테이지","2022-08-08 09:00:00+09","2022-08-08 09:00:00+09"
"클래식","서초구","[클래식다방] 콘서트월드그레이스홀 'A Walk of Classic'","2022-08-07~2022-09-27","서울특별시 서초구 반포대로 9길 7","2022-08-07 09:00:00+09","2022-09-27 09:00:00+09"
"교육/체험","관악구","[관악구립도서관] 정명섭 작가와 함께하는 도서관 1열","2022-08-07~2022-08-28","서울특별시 관악구 신림로3길 35, 관악문화재단","2022-08-07 09:00:00+09","2022-08-28 09:00:00+09"
"클래식","영등포구","2022 이럴때 이런음악 '해설이 있는 청소년음악회'","2022-08-07~2022-08-14","영산아트홀","2022-08-07 09:00:00+09","2022-08-14 09:00:00+09"
"교육/체험","송파구","여름방학 특집 북 콘서트 [우리아이와 함께하는 역사이야기]","2022-08-07~2022-08-07","서울시 송파구 오금로 1 서울책보고","2022-08-07 09:00:00+09","2022-08-07 09:00:00+09"
"클래식","종로구","해설이 있는 청소년 음악회 감탄사 시리즈 2","2022-08-07~2022-08-07","세종체임버홀","2022-08-07 09:00:00+09","2022-08-07 09:00:00+09"
"교육/체험","송파구","[여름방학특집 북콘서트 #1] 우리 아이와 함께하는 역사이야기 참가자 모집","2022-08-07~2022-08-07","서울책보고","2022-08-07 09:00:00+09","2022-08-07 09:00:00+09"
"무용","종로구","한국전통문화연구원 춤길동행 무궁무진","2022-08-07~2022-08-07","서울돈화문국악당","2022-08-07 09:00:00+09","2022-08-07 09:00:00+09"
"교육/체험","종로구","어린이공방 공예 워크숍 : 나의 마음친구 매듭이","2022-08-06~2022-09-25","교육동 4층 교육실","2022-08-06 09:00:00+09","2022-09-25 09:00:00+09"
"교육/체험","도봉구","[나도 아키비스트다! 기록으로 만나는 인권 이야기] 참가자 모집 공고","2022-08-06~2022-09-17","김근태기념도서관 강당 (공간, 마루)","2022-08-06 09:00:00+09","2022-09-17 09:00:00+09"
"교육/체험","도봉구","[무중력지대 도봉] 사심가득클래스 2022년 8월 ~9월 프로그램 수강생모집","2022-08-06~2022-09-16","무중력지대 도봉","2022-08-06 09:00:00+09","2022-09-16 09:00:00+09"
"교육/체험","광진구","[서울상상나라] 수박 쿠키","2022-08-06~2022-08-28","지하 1층 요리놀이실","2022-08-06 09:00:00+09","2022-08-28 09:00:00+09"
"교육/체험","광진구","[서울상상나라]  가지 피자","2022-08-06~2022-08-28","지하 1층 요리놀이실","2022-08-06 09:00:00+09","2022-08-28 09:00:00+09"
"전시/미술","도봉구","2022년 함석헌기념관 씨알갤러리 정기 대관전시 이숙현 작가 개인전 [그리움]","2022-08-06~2022-08-19","함석헌기념관 씨알갤러리","2022-08-06 09:00:00+09","2022-08-19 09:00:00+09"
"콘서트","관악구","관악문화재단 찾아가는공연 [2022 오픈스테이지 IN 관악]","2022-08-06~2022-08-13","별빛내린천 수변무대 / 낙성대공원 / 신림계곡 어린이물놀이장","2022-08-06 09:00:00+09","2022-08-13 09:00:00+09"
"연극","중구","제44회 찾아가는 문화사랑방 ACT","2022-07-27~2022-07-27","서울특별시 중구 다산로33길 3","2022-07-27 09:00:00+09","2022-07-27 09:00:00+09"
"축제-문화/예술","강남구","제3회 자라섬 온라인 올라잇 재즈 페스티벌","2022-08-06~2022-08-07","청담나인 *네이버 공연 '후원 라이브'로 생중계","2022-08-06 09:00:00+09","2022-08-07 09:00:00+09"
"기타","도봉구","[2022 지역문화예술인 지원사업] 콜렉티브 초록소 '파수꾼' 공연 관람 안내","2022-08-06~2022-08-07","평화문화진지 일대","2022-08-06 09:00:00+09","2022-08-07 09:00:00+09"
"클래식","종로구","해설이 있는 청소년 음악회 감탄사 시리즈 1","2022-08-06~2022-08-06","세종체임버홀","2022-08-06 09:00:00+09","2022-08-06 09:00:00+09"
"국악","종로구","정소희 - 대금연주가 시리즈Ⅰ : 한주환","2022-08-06~2022-08-06","서울돈화문국악당","2022-08-06 09:00:00+09","2022-08-06 09:00:00+09"
"연극","양천구","2022 모두 극장 [계단의 아이]","2022-08-06~2022-08-06","갈산문화예술센터 4층 아이누리홀","2022-08-06 09:00:00+09","2022-08-06 09:00:00+09"
"기타","도봉구","[학마을도서관] 행복과 지속가능성을 위한 다른 경제 이야기","2022-08-06~2022-08-06","학마을도서관 3층 창작공유공간","2022-08-06 09:00:00+09","2022-08-06 09:00:00+09"
"콘서트","용산구","문화가 흐르는 예술마당 8월 첫번째 공연 (8월 6일 토요일)","2022-08-06~2022-08-06","노들섬 잔디마당","2022-08-06 09:00:00+09","2022-08-06 09:00:00+09"
"클래식","마포구","THE TRIP","2022-08-06~2022-08-06","마포아트센터 플레이맥","2022-08-06 09:00:00+09","2022-08-06 09:00:00+09"
"전시/미술","서초구","서리풀청년아트갤러리 시각예술 기획전시","2022-08-05~2022-09-01","서리풀청년아트갤러리","2022-08-05 09:00:00+09","2022-09-01 09:00:00+09"
"기타","동대문구","서울풍물시장 전통문화체험관 - 바람이 분다! [마법의 '風'물 부채]","2022-08-05~2022-08-31","서울풍물시장 전통문화체험관","2022-08-05 09:00:00+09","2022-08-31 09:00:00+09"
"기타","종로구","서울생활문화센터 체부- 원데이클래스 체부동아틀리에 <수면등 만들기> 참여자 모집","2022-08-05~2022-08-19","서울생활문화센터 체부 체부홀","2022-08-05 09:00:00+09","2022-08-19 09:00:00+09"
"연극","마포구","연극 [레 미제라블]","2022-08-05~2022-08-15","아트홀맥","2022-08-05 09:00:00+09","2022-08-15 09:00:00+09"
"클래식","은평구","2022 서울시향 우리동네 음악회 실내악 (08.05)","2022-08-05~2022-08-05","은평문화예술회관 공연장","2022-08-05 09:00:00+09","2022-08-05 09:00:00+09"
"콘서트","마포구","신박서클 콘서트 [유사과학]","2022-08-05~2022-08-05","서울특별시 마포구 잔다리로 46","2022-08-05 09:00:00+09","2022-08-05 09:00:00+09"
"교육/체험","종로구","[2022년 PLAY-UP 아카데미 모집] 극작수업-희곡창작 워크숍 (강사 김은성)","2022-08-04~2022-11-10","서울연극센터/대학로연습실 (혜화역 부근 위치)","2022-08-04 09:00:00+09","2022-11-10 09:00:00+09"
"교육/체험","도봉구","2022생애전환문화예술학교 [보고싶은 시의 얼굴] 참여자 모집","2022-08-04~2022-09-22","원당마을한옥도서관","2022-08-04 09:00:00+09","2022-09-22 09:00:00+09"
"교육/체험","용산구","감정서가 출판워크숍 [감정출판-일상에서의 시]","2022-08-04~2022-09-08","감정서가 (서울시 용산구 서빙고로 17, 센트럴파크타워 1층)","2022-08-04 09:00:00+09","2022-09-08 09:00:00+09"
"교육/체험","양천구","예술과 인문학이 만나 힐링을 만드는 건강힐링센터 「여름H학교」","2022-08-04~2022-08-31","건강힐링문화관","2022-08-04 09:00:00+09","2022-08-31 09:00:00+09"
"기타","마포구","[서강도서관][8월/ 어린이메이킹] 해봄아 노올자!, 해봄맘껏Time","2022-08-04~2022-08-27","4층 어린이자료실 해봄","2022-08-04 09:00:00+09","2022-08-27 09:00:00+09"
"교육/체험","구로구","[구로구립 궁동어린이도서관] 길 위의 인문학 3차주제 '미래에너지' 모집","2022-08-04~2022-08-25","궁동어린이도서관 3층 프로그램실","2022-08-04 09:00:00+09","2022-08-25 09:00:00+09"
"축제-기타","은평구","[은평문화재단] 2022 파발제·은평누리축제 참여자 통합모집 공고","2022-08-04~2022-08-15","개·폐막제, 파발 퍼레이드, 파발마당·광장축제, 생활문화예술 동아리 한마당 등","2022-08-04 09:00:00+09","2022-08-15 09:00:00+09"
"뮤지컬/오페라","성동구","80일간의 세계일주","2022-08-04~2022-08-07","성수아트홀","2022-08-04 09:00:00+09","2022-08-07 09:00:00+09"
"연극","종로구","연극 `자연빵` _싱크넥스트22","2022-08-04~2022-08-07","세종S씨어터","2022-08-04 09:00:00+09","2022-08-07 09:00:00+09"
"기타","도봉구","[청년정거장 5기] 메타버스 공연 '먼슬리 도봉' 안내","2022-08-04~2022-08-04","무중력지대 도봉 / 버스콘 홈페이지","2022-08-04 09:00:00+09","2022-08-04 09:00:00+09"
"클래식","종로구","2022년 서울역사박물관-서울시립교향악단 [우리동네음악회] (08.04)","2022-08-04~2022-08-04","박물관 1층 로비 ","2022-08-04 09:00:00+09","2022-08-04 09:00:00+09"
"클래식","강남구","제147회 클래식품격콘서트│GREAT CONCERTO SERIES│H. Wieniawski & I.Stravinsky","2022-08-04~2022-08-04","광림아트센터 장천홀","2022-08-04 09:00:00+09","2022-08-04 09:00:00+09"
"독주/독창회","종로구","이영교 피아노 독주회","2022-08-04~2022-08-04","세종체임버홀","2022-08-04 09:00:00+09","2022-08-04 09:00:00+09"
"기타","중구","[예술가의 런치박스] 정희민","2022-08-04~2022-08-04","서울시립미술관 2층 세마 러닝 스테이션","2022-08-04 09:00:00+09","2022-08-04 09:00:00+09"
"클래식","종로구","2022 서울시향 우리동네 음악회 실내악 (08.04)","2022-08-04~2022-08-04","서울역사박물관 로비","2022-08-04 09:00:00+09","2022-08-04 09:00:00+09"
"클래식","강동구","브런치 콘서트 - 낭만 음악여행","2022-08-04~2022-08-04","소극장 드림","2022-08-04 09:00:00+09","2022-08-04 09:00:00+09"
"전시/미술","중구","2022년 하늘광장 갤러리 공모선정작 [밤섬 Bam Islet]","2022-08-03~2022-09-15","서울시청 8층 하늘광장갤러리 ","2022-08-03 09:00:00+09","2022-09-15 09:00:00+09"
"교육/체험","도봉구","2022 구민청 구민주도형 창의예술교육 [무사이온 : 나만의 도예 그릇, 간식 한 상차림] 참여자 모집","2022-08-03~2022-09-07","도봉구민청","2022-08-03 09:00:00+09","2022-09-07 09:00:00+09"
"교육/체험","도봉구","2022 구민청 구민주도형 창의예술교육 [무사이온 : 부캐, 내가 알지 못했던] 참여자 모집","2022-08-03~2022-09-07","도봉구민청","2022-08-03 09:00:00+09","2022-09-07 09:00:00+09"
"국악","종로구","우리소리도서관 기획공연 한국의 소리 [겨레소리, 어디까지 배워봤니?]","2022-08-03~2022-09-04","우리소리박물관","2022-08-03 09:00:00+09","2022-09-04 09:00:00+09"
"기타","종로구","우리소리도서관 기획공연 한국의 소리 [겨례소리, 어디까지 배워봤니?]","2022-08-03~2022-09-04","홈페이지 참고","2022-08-03 09:00:00+09","2022-09-04 09:00:00+09"
"축제-문화/예술","은평구","[은평문화재단]2022 파발제·은평누리축제 참여자 통합모집 공고(모집기간 연장)","2022-08-03~2022-09-01","은평문화예술회관 ","2022-08-03 09:00:00+09","2022-09-01 09:00:00+09"
"전시/미술","종로구","두산 큐레이터 워크샵 기획전 [칼립소 Καλυψω]","2022-08-03~2022-08-31","두산갤러리","2022-08-03 09:00:00+09","2022-08-31 09:00:00+09"
"기타","도봉구","[학마을도서관] 자기소개 영상 만들기","2022-08-03~2022-08-31","ZOOM, 학마을도서관","2022-08-03 09:00:00+09","2022-08-31 09:00:00+09"
"영화","서초구","[서초문화원] 8월 수요시네마 '한순간도 눈을 뗄 수 없는 영화!'","2022-08-03~2022-08-31","서초문화예술회관 아트홀","2022-08-03 09:00:00+09","2022-08-31 09:00:00+09"
"전시/미술","종로구","[신진미술인 전시지원 프로그램] 김정인 개인전 '이미지 연대'","2022-08-03~2022-08-21","서울시립미술관 SeMA 창고 1층 전시실","2022-08-03 09:00:00+09","2022-08-21 09:00:00+09"
"전시/미술","중구","[신진미술인 전시지원 프로그램] 김신애 개인전 '로맨틱 스토리지'","2022-08-03~2022-08-21","서울시립미술관 SeMA 창고 1층 전시실","2022-08-03 09:00:00+09","2022-08-21 09:00:00+09"
